mat|1|1|	Βιβλος γενεσεως Ιησου Χριστου, υιου Δαυιδ υιου Αβρααμ.	biblos geneseōs iēsou christou, uiou dauid uiou abraam.
joh|7|7|	ου δυναται ο κοσμος μισειν υμας εμε δε μισει, οτι εγω μαρτυρω περι αυτου οτι τα εργα αυτου πονηρα εστιν.	ou dunatai o kosmos misein umas eme de misei, oti egō marturō peri autou oti ta erga autou ponēra estin.
joh|7|8|	υμεις αναβητε εις την εορτην ταυτην εγω ουπω αναβαινω εις την εορτην ταυτην, οτι ο καιρος ο εμος ουπω πεπληρωται.	umeis anabēte eis tēn eortēn tautēn egō oupō anabainō eis tēn eortēn tautēn, oti o kairos o emos oupō peplērōtai.
joh|7|9|	ταυτα δε ειπων αυτοις εμεινεν εν τη Γαλιλαια.	tauta de eipōn autois emeinen en tē galilaia.
joh|7|10|	Ως δε ανεβησαν οι αδελφοι αυτου, τοτε και αυτος ανεβη εις την εορτην, ου φανερως, αλλ ως εν κρυπτω.	ōs de anebēsan oi adelphoi autou, tote kai autos anebē eis tēn eortēn, ou phanerōs, all ōs en kruptō.
joh|7|11|	οι ουν Ιουδαιοι εζητουν αυτον εν τη εορτη και ελεγον που εστιν εκεινος?	oi oun ioudaioi ezētoun auton en tē eortē kai elegon pou estin ekeinos?
joh|7|12|	και γογγυσμος πολυς περι αυτου ην εν τοις οχλοις. οι μεν ελεγον οτι αγαθος εστιν αλλοι ελεγον, ου, αλλα πλανα τον οχλον.	kai goggusmos polus peri autou ēn en tois ochlois. oi men elegon oti agathos estin alloi elegon, ou, alla plana ton ochlon.
joh|7|13|	ουδεις μεντοι παρρησια ελαλει περι αυτου δια τον φοβον των Ιουδαιων.	oudeis mentoi parrēsia elalei peri autou dia ton phobon tōn ioudaiōn.
joh|7|14|	Ηδη δε της εορτης μεσουσης ανεβη ο Ιησους εις το ιερον και εδιδασκε.	ēdē de tēs eortēs mesousēs anebē o iēsous eis to ieron kai edidaske.
joh|7|15|	και εθαυμαζον οι Ιουδαιοι λεγοντες πως ουτος γραμματα οιδε μη μεμαθηκως?	kai ethaumazon oi ioudaioi legontes pōs outos grammata oide mē memathēkōs?
joh|7|16|	απεκριθη ουν αυτοις ο Ιησους και ειπεν η εμη διδαχη ουκ εστιν εμη, αλλα του πεμψαντος με	apekrithē oun autois o iēsous kai eipen ē emē didachē ouk estin emē, alla tou pempsantos me
joh|7|17|	εαν τις θελη το θελημα αυτου ποιειν, γνωσεται περι της διδαχης, ποτερον εκ του Θεου εστιν η εγω απ εμαυτου λαλω.	ean tis thelē to thelēma autou poiein, gnōsetai peri tēs didachēs, poteron ek tou theou estin ē egō ap emautou lalō.
joh|7|18|	ο αφ εαυτου λαλων την δοξαν την ιδιαν ζητει, ο δε ζητων την δοξαν του πεμψαντος αυτον, ουτος αληθης εστι, και αδικια εν αυτω ουκ εστιν.	o aph eautou lalōn tēn doxan tēn idian zētei, o de zētōn tēn doxan tou pempsantos auton, outos alēthēs esti, kai adikia en autō ouk estin.
joh|7|19|	ου Μωυσης δεδωκεν υμιν τον νομον? και ουδεις εξ υμων ποιει τον νομον. τι με ζητειτε αποκτειναι?	ou mōusēs dedōken umin ton nomon? kai oudeis ex umōn poiei ton nomon. ti me zēteite apokteinai?
joh|7|20|	απεκριθη ο οχλος και ειπε δαιμονιον εχεις τις σε ζητει αποκτειναι?	apekrithē o ochlos kai eipe daimonion echeis tis se zētei apokteinai?
joh|7|21|	απεκριθη Ιησους και ειπεν αυτοις εν εργον εποιησα, και παντες θαυμαζετε δια τουτο.	apekrithē iēsous kai eipen autois en ergon epoiēsa, kai pantes thaumazete dia touto.
joh|7|22|	Μωυσης δεδωκεν υμιν την περιτομην, ουχ οτι εκ του Μωυσεως εστιν, αλλ εκ των πατερων, και εν σαββατω περιτεμνετε ανθρωπον.	mōusēs dedōken umin tēn peritomēn, ouch oti ek tou mōuseōs estin, all ek tōn paterōn, kai en sabbatō peritemnete anthrōpon.
joh|7|23|	ει περιτομην λαμβανει ανθρωπος εν σαββατω ινα μη λυθη ο νομος Μωυσεως, εμοι χολατε οτι ολον ανθρωπον υγιη εποιησα εν σαββατω!	ei peritomēn lambanei anthrōpos en sabbatō ina mē luthē o nomos mōuseōs, emoi cholate oti olon anthrōpon ugiē epoiēsa en sabbatō!
joh|7|24|	μη κρινετε κατ οψιν, αλλα την δικαιαν κρισιν κρινατε.	mē krinete kat opsin, alla tēn dikaian krisin krinate.
joh|7|25|	Ελεγον ουν τινες εκ των Ιεροσολυμιτων ουχ ουτος εστιν ον ζητουσιν αποκτειναι?	elegon oun tines ek tōn ierosolumitōn ouch outos estin on zētousin apokteinai?
joh|7|26|	και ιδε παρρησια λαλει, και ουδεν αυτω λεγουσι. μηποτε αληθως εγνωσαν οι αρχοντες οτι ουτος εστιν αληθως ο Χριστος?	kai ide parrēsia lalei, kai ouden autō legousi. mēpote alēthōs egnōsan oi archontes oti outos estin alēthōs o christos?
joh|7|27|	αλλα τουτον οιδαμεν ποθεν εστιν ο δε Χριστος οταν ερχηται, ουδεις γινωσκει ποθεν εστιν.	alla touton oidamen pothen estin o de christos otan erchētai, oudeis ginōskei pothen estin.
joh|7|28|	εκραξεν ουν εν τω ιερω διδασκων ο Ιησους και λεγων καμε οιδατε, και οιδατε ποθεν ειμι και απ εμαυτου ουκ εληλυθα, αλλ εστιν αληθινος ο πεμψας με, ον υμεις ουκ οιδατε	ekraxen oun en tō ierō didaskōn o iēsous kai legōn kame oidate, kai oidate pothen eimi kai ap emautou ouk elēlutha, all estin alēthinos o pempsas me, on umeis ouk oidate
joh|7|29|	εγω οιδα αυτον, οτι παρ αυτου ειμι κακεινος με απεστειλεν.	egō oida auton, oti par autou eimi kakeinos me apesteilen.
joh|7|30|	Εζητουν ουν αυτον πιασαι, και ουδεις επεβαλεν επ αυτον την χειρα, οτι ουπω εληλυθει η ωρα αυτου.	ezētoun oun auton piasai, kai oudeis epebalen ep auton tēn cheira, oti oupō elēluthei ē ōra autou.
joh|7|31|	πολλοι δε εκ του οχλου επιστευσαν εις αυτον και ελεγον οτι ο Χριστος οταν ελθη, μητι πλειονα σημεια τουτων ποιησει ων ουτος εποιησεν?	polloi de ek tou ochlou episteusan eis auton kai elegon oti o christos otan elthē, mēti pleiona sēmeia toutōn poiēsei ōn outos epoiēsen?
joh|7|32|	ηκουσαν οι Φαρισαιοι του οχλου γογγυζοντος περι αυτου ταυτα, και απεστειλαν υπηρετας οι Φαρισαιοι και οι αρχιερεις ινα πιασωσιν αυτον.	ēkousan oi pharisaioi tou ochlou gogguzontos peri autou tauta, kai apesteilan upēretas oi pharisaioi kai oi archiereis ina piasōsin auton.
joh|7|33|	ειπεν ουν ο Ιησους ετι μικρον χρονον μεθ υμων ειμι και υπαγω προς τον πεμψαντα με.	eipen oun o iēsous eti mikron chronon meth umōn eimi kai upagō pros ton pempsanta me.
joh|7|34|	ζητησετε με και ουχ ευρησετε και οπου ειμι εγω, υμεις ου δυνασθε ελθειν.	zētēsete me kai ouch eurēsete kai opou eimi egō, umeis ou dunasthe elthein.
joh|7|35|	ειπον ουν οι Ιουδαιοι προς εαυτους που ουτος μελλει πορευεσθαι, οτι ημεις ουχ ευρησομεν αυτον? μη εις την διασποραν των Ελληνων μελλει πορευεσθαι και διδασκειν τους Ελληνας?	eipon oun oi ioudaioi pros eautous pou outos mellei poreuesthai, oti ēmeis ouch eurēsomen auton? mē eis tēn diasporan tōn ellēnōn mellei poreuesthai kai didaskein tous ellēnas?
joh|7|36|	τις εστιν ουτος ο λογος ον ειπε, ζητησετε με και ουχ ευρησετε, και οπου ειμι εγω, υμεις ου δυνασθε ελθειν?	tis estin outos o logos on eipe, zētēsete me kai ouch eurēsete, kai opou eimi egō, umeis ou dunasthe elthein?
joh|7|37|	Εν δε τη εσχατη ημερα τη μεγαλη της εορτης ειστηκει ο Ιησους και εκραξε λεγων εαν τις διψα, ερχεσθω προς με και πινετω.	en de tē eschatē ēmera tē megalē tēs eortēs eistēkei o iēsous kai ekraxe legōn ean tis dipsa, erchesthō pros me kai pinetō.
joh|7|38|	ο πιστευων εις εμε, καθως ειπεν η γραφη, ποταμοι εκ της κοιλιας αυτου ρευσουσιν υδατος ζωντος.	o pisteuōn eis eme, kathōs eipen ē graphē, potamoi ek tēs koilias autou reusousin udatos zōntos.
joh|7|39|	τουτο δε ειπε περι του Πνευματος ου εμελλον λαμβανειν οι πιστευοντες εις αυτον ουπω γαρ ην Πνευμα Αγιον, οτι Ιησους ουδεπω εδοξασθη.	touto de eipe peri tou pneumatos ou emellon lambanein oi pisteuontes eis auton oupō gar ēn pneuma agion, oti iēsous oudepō edoxasthē.
joh|7|40|	πολλοι ουν εκ του οχλου ακουσαντες τον λογον ελεγον ουτος εστιν αληθως ο προφητης	polloi oun ek tou ochlou akousantes ton logon elegon outos estin alēthōs o prophētēs
joh|7|41|	αλλοι ελεγον ουτος εστιν ο Χριστος αλλοι ελεγον μη γαρ εκ της Γαλιλαιας ο Χριστος ερχεται?	alloi elegon outos estin o christos alloi elegon mē gar ek tēs galilaias o christos erchetai?
joh|7|42|	ουχι η γραφη ειπεν οτι εκ του σπερματος Δαυιδ και απο Βηθλεεμ της κωμης, οπου ην Δαυιδ, ο Χριστος ερχεται?	ouchi ē graphē eipen oti ek tou spermatos dauid kai apo bēthleem tēs kōmēs, opou ēn dauid, o christos erchetai?
joh|7|43|	σχισμα ουν εν τω οχλω εγενετο δι αυτον.	schisma oun en tō ochlō egeneto di auton.
joh|7|44|	τινες δε ηθελον εξ αυτων πιασαι αυτον, αλλ ουδεις επεβαλεν επ αυτον τας χειρας.	tines de ēthelon ex autōn piasai auton, all oudeis epebalen ep auton tas cheiras.
joh|7|45|	Ηλθον ουν οι υπηρεται προς τους αρχιερεις και Φαρισαιους, και ειπον αυτοις εκεινοι διατι ουκ ηγαγετε αυτον?	ēlthon oun oi upēretai pros tous archiereis kai pharisaious, kai eipon autois ekeinoi diati ouk ēgagete auton?
joh|7|46|	απεκριθησαν οι υπηρεται ουδεποτε ουτως ελαλησεν ανθρωπος, ως ουτος ο ανθρωπος.	apekrithēsan oi upēretai oudepote outōs elalēsen anthrōpos, ōs outos o anthrōpos.
joh|7|47|	απεκριθησαν ουν αυτοις οι Φαρισαιοι μη και υμεις πεπλανησθε?	apekrithēsan oun autois oi pharisaioi mē kai umeis peplanēsthe?
joh|7|48|	μη τις εκ των αρχοντων επιστευσεν εις αυτον η εκ των Φαρισαιων?	mē tis ek tōn archontōn episteusen eis auton ē ek tōn pharisaiōn?
joh|7|49|	αλλ ο οχλος ουτος ο μη γινωσκων τον νομον επικαταρατοι εισι!	all o ochlos outos o mē ginōskōn ton nomon epikataratoi eisi!
joh|7|50|	λεγει Νικοδημος προς αυτους, ο ελθων νυκτος προς αυτον, εις ων εξ αυτων	legei nikodēmos pros autous, o elthōn nuktos pros auton, eis ōn ex autōn
joh|7|51|	μη ο νομος ημων κρινει τον ανθρωπον, εαν μη ακουση παρ αυτου προτερον και γνω τι ποιει?	mē o nomos ēmōn krinei ton anthrōpon, ean mē akousē par autou proteron kai gnō ti poiei?
joh|7|52|	απεκριθησαν και ειπον αυτω μη και συ εκ της Γαλιλαιας ει? ερευνησον και ιδε οτι προφητης εκ της Γαλιλαιας ουκ εγηγερται.	apekrithēsan kai eipon autō mē kai su ek tēs galilaias ei? ereunēson kai ide oti prophētēs ek tēs galilaias ouk egēgertai.
