mat|1|1|	Βιβλος γενεσεως Ιησου Χριστου, υιου Δαυιδ υιου Αβρααμ.
act|26|31|	και αναχωρησαντες ελαλουν προς αλληλους λεγοντες οτι ουδεν θανατου αξιον η δεσμων πρασσει ο ανθρωπος ουτος.
act|26|32|	Αγριππας δε τω Φηστω εφη απολελυσθαι εδυνατο ο ανθρωπος ουτος, ει μη επεκεκλητο Καισαρα.
act|27|1|	Ως δε εκριθη του αποπλειν ημας εις την Ιταλιαν, παρεδιδουν τον τε Παυλον και τινας ετερους δεσμωτας εκατονταρχη ονοματι Ιουλιω σπειρης Σεβαστης.
act|27|2|	επιβαντες δε πλοιω Αδραμυττηνω μελλοντες πλειν τους κατα την Ασιαν τοπους ανηχθημεν, οντος συν ημιν Αρισταρχου Μακεδονος Θεσσαλονικεως,
act|27|3|	τη τε ετερα κατηχθημεν εις Σιδωνα φιλανθρωπως τε ο Ιουλιος τω Παυλω χρησαμενος επετρεψε προς τους φιλους πορευθεντα επιμελειας τυχειν.
act|27|4|	κακειθεν αναχθεντες υπεπλευσαμεν την Κυπρον δια το τους ανεμους ειναι εναντιους,
act|27|5|	το τε πελαγος το κατα την Κιλικιαν και Παμφυλιαν διαπλευσαντες κατηλθομεν εις Μυρα της Λυκιας.
act|27|6|	Κακει ευρων ο εκατονταρχης πλοιον Αλεξανδρινον πλεον εις την Ιταλιαν ενεβιβασεν ημας εις αυτο.
act|27|7|	εν ικαναις δε ημεραις βραδυπλοουντες και μολις γενομενοι κατα την Κνιδον, μη προσεωντος ημας του ανεμου, υπεπλευσαμεν την Κρητην κατα Σαλμωνην,
act|27|8|	μολις τε παραλεγομενοι αυτην ηλθομεν εις τοπον τινα καλουμενον Καλους λιμενας, ω εγγυς ην πολις Λασαια.
act|27|9|	Ικανου δε χρονου διαγενομενου και οντος ηδη επισφαλους του πλοος δια το και την νηστειαν ηδη παρεληλυθεναι, παρηνει ο Παυλος
act|27|10|	λεγων αυτοις ανδρες, θεωρω οτι μετα υβρεως και πολλης ζημιας ου μονον του φορτου και του πλοιου, αλλα και των ψυχων ημων μελλειν εσεσθαι τον πλουν.
act|27|11|	ο δε εκατονταρχης τω κυβερνητη και τω ναυκληρω επειθετο μαλλον η τοις υπο του Παυλου λεγομενοις.
act|27|12|	ανευθετου δε του λιμενος υπαρχοντος προς παραχειμασιαν οι πλειους εθεντο βουλην αναχθηναι κακειθεν, ει πως δυναιντο καταντησαντες εις Φοινικα παραχειμασαι, λιμενα της Κρητης βλεποντα κατα λιβα και κατα χωρον.
act|27|13|	Υποπνευσαντος δε νοτου δοξαντες της προθεσεως κεκρατηκεναι, αραντες ασσον παρελεγοντο την Κρητην.
act|27|14|	μετ ου πολυ δε εβαλε κατ αυτης ανεμος τυφωνικος ο καλουμενος Ευροκλυδων.
act|27|15|	συναρπασθεντος δε του πλοιου και μη δυναμενου αντοφθαλμειν τω ανεμω επιδοντες εφερομεθα.
act|27|16|	νησιον δε τι υποδραμοντες καλουμενον Κλαυδην μολις ισχυσαμεν περικρατεις γενεσθαι της σκαφης,
act|27|17|	ην αραντες βοηθειας εχρωντο υποζωννυντες το πλοιον φοβουμενοι τε μη εις την Συρτιν εκπεσωσι, χαλασαντες το σκευος ουτως εφεροντο.
act|27|18|	σφοδρως δε χειμαζομενων ημων τη εξης εκβολην εποιουντο,
act|27|19|	και τη τριτη αυτοχειρες την σκευην του πλοιου ερριψαμεν.
act|27|20|	μητε δε ηλιου μητε αστρων επιφαινοντων επι πλειονας ημερας, χειμωνος τε ουκ ολιγου επικειμενου, λοιπον περιηρειτο πασα ελπις του σωζεσθαι ημας.
act|27|21|	Πολλης δε ασιτιας υπαρχουσης τοτε σταθεις ο Παυλος εν μεσω αυτων ειπεν εδει μεν, ω ανδρες, πειθαρχησαντας μοι μη αναγεσθαι απο της Κρητης κερδησαι τε την υβριν ταυτην και την ζημιαν.
act|27|22|	και τα νυν παραινω υμας ευθυμειν αποβολη γαρ ψυχης ουδεμια εσται εξ υμων πλην του πλοιου.
act|27|23|	παρεστη γαρ μοι τη νυκτι ταυτη αγγελος του Θεου ου ειμι, ω και λατρευω,
act|27|24|	λεγων μη φοβου, Παυλε Καισαρι σε δει παραστηναι και ιδου κεχαρισται σοι ο Θεος παντας τους πλεοντας μετα σου.
act|27|25|	διο ευθυμειτε, ανδρες πιστευω γαρ τω Θεω οτι ουτως εσται καθ ον τροπον λελαληται μοι.
act|27|26|	εις νησον δε τινα δει ημας εκπεσειν.
act|27|27|	Ως δε τεσσαρεσκαιδεκατη νυξ εγενετο διαφερομενων ημων εν τω Αδρια, κατα μεσον της νυκτος υπενοουν οι ναυται προσαγειν τινα αυτοις χωραν.
act|27|28|	και βολισαντες ευρον οργυιας εικοσι, βραχυ δε διαστησαντες και παλιν βολισαντες ευρον οργυιας δεκαπεντε
act|27|29|	φοβουμενοι τε μηπως εις τραχεις τοπους εκπεσωμεν, εκ πρυμνης ριψαντες αγκυρας τεσσαρας ηυχοντο ημεραν γενεσθαι.
act|27|30|	Των δε ναυτων ζητουντων φυγειν εκ του πλοιου και χαλασαντων την σκαφην εις την θαλασσαν, προφασει ως εκ πρωρας μελλοντων αγκυρας εκτεινειν,
act|27|31|	ειπεν ο Παυλος τω εκατονταρχη και τοις στρατιωταις εαν μη ουτοι μεινωσιν εν τω πλοιω, υμεις σωθηναι ου δυνασθε.
act|27|32|	τοτε οι στρατιωται απεκοψαν τα σχοινια της σκαφης και ειασαν αυτην εκπεσειν.
act|27|33|	Αχρι δε ου εμελλεν ημερα γινεσθαι, παρεκαλει ο Παυλος απαντας μεταλαβειν τροφης λεγων τεσσαρεσκαιδεκατην σημερον ημεραν προσδοκωντες ασιτοι διατελειτε, μηδεν προσλαβομενοι.
act|27|34|	διο παρακαλω υμας μεταλαβειν τροφης τουτο γαρ προς της υμετερας σωτηριας υπαρχει ουδενος γαρ υμων θριξ εκ της κεφαλης πεσειται.
act|27|35|	ειπων δε ταυτα και λαβων αρτον ευχαριστησε τω Θεω ενωπιον παντων, και κλασας ηρξατο εσθιειν.
act|27|36|	ευθυμοι δε γενομενοι παντες και αυτοι προσελαβοντο τροφης
act|27|37|	ημεν δε εν τω πλοιω αι πασαι ψυχαι διακοσιαι εβδομηκοντα εξ.
