mat|1|1|	biblos geneseōs iēsou christou, uiou dauid uiou abraam.
act|16|40|	exelthontes de ek tēs phulakēs eisēlthon pros tēn ludian, kai idontes tous adelphous parekalesan autous kai exēlthon.
act|17|1|	diodeusantes de tēn amphipolin kai apollōnian ēlthon eis thessalonikēn, opou ēn ē sunagōgē tōn ioudaiōn.
act|17|2|	kata de to eiōthos tō paulō eisēlthe pros autous, kai epi sabbata tria dielegeto autois apo tōn graphōn,
act|17|3|	dianoigōn kai paratithemenos oti ton christon edei pathein kai anastēnai ek nekrōn, kai oti outos estin o christos, iēsous on egō kataggellō umin.
act|17|4|	kai tines ex autōn epeisthēsan kai proseklērōthēsan tō paulō kai tō sila, tōn te sebomenōn ellēnōn polu plēthos gunaikōn te tōn prōtōn ouk oligai.
act|17|5|	proslabomenoi de oi apeithountes ioudaioi tōn agoraiōn tinas andras ponērous kai ochlopoiēsantes ethoruboun tēn polin, epistantes te tē oikia iasonos ezētoun autous agagein eis ton dēmon
act|17|6|	mē eurontes de autous esuron ton iasona kai tinas adelphous epi tous politarchas, boōntes oti oi tēn oikoumenēn anastatōsantes outoi kai enthade pareisin,
act|17|7|	ous upodedektai iasōn kai outoi pantes apenanti tōn dogmatōn kaisaros prassousi, basilea eteron legontes einai, iēsoun.
act|17|8|	etaraxan de ton ochlon kai tous politarchas akouontas tauta,
act|17|9|	kai labontes to ikanon para tou iasonos kai tōn loipōn apelusan autous.
act|17|10|	oi de adelphoi eutheōs dia tēs nuktos exepempsan ton te paulon kai ton silan eis beroian, oitines paragenomenoi eis tēn sunagōgēn apēesan tōn ioudaiōn.
act|17|11|	outoi de ēsan eugenesteroi tōn en thessalonikē, oitines edexanto ton logon meta pasēs prothumias, to kath ēmeran anakrinontes tas graphas ei echoi tauta outōs.
act|17|12|	polloi men oun ex autōn episteusan, kai tōn ellēnidōn gunaikōn tōn euschēmonōn kai andrōn ouk oligoi.
act|17|13|	ōs de egnōsan oi apo tēs thessalonikēs ioudaioi oti kai en tē beroia katēggelē upo tou paulou o logos tou theou, ēlthon kakei saleuontes tous ochlous.
act|17|14|	eutheōs de tote ton paulon exapesteilan oi adelphoi poreuesthai ōs epi tēn thalassan upemenon de o te silas kai o timotheos ekei.
act|17|15|	oi de kathistōntes ton paulon ēgagon auton eōs athēnōn, kai labontes entolēn pros ton silan kai timotheon ina ōs tachista elthōsi pros auton, exēesan.
act|17|16|	en de tais athēnais ekdechomenou autous tou paulou, parōxuneto to pneuma autou en autō theōrounti kateidōlon ousan tēn polin.
act|17|17|	dielegeto men oun en tē sunagōgē tois ioudaiois kai tois sebomenois kai en tē agora kata pasan ēmeran pros tous paratugchanontas.
act|17|18|	tines de tōn epikoureiōn kai tōn stoikōn philosophōn suneballon autō, kai tines elegon ti an theloi o spermologos outos legein? oi de xenōn daimoniōn dokei kataggeleus einai oti ton iēsoun kai tēn anastasin euēggelizeto autois.
act|17|19|	epilabomenoi te autou epi ton areion pagon ēgagon legontes dunametha gnōnai tis ē kainē autē ē upo sou laloumenē didachē?
act|17|20|	xenizonta gar tina eisphereis eis tas akoas ēmōn boulometha oun gnōnai ti an theloi tauta einai.
act|17|21|	athēnaioi de pantes kai oi epidēmountes xenoi eis ouden eteron eukairoun ē legein ti kai akouein kainoteron.
act|17|22|	statheis de o paulos en mesō tou areiou pagou ephē andres athēnaioi, kata panta ōs deisidaimonesterous umas theōrō.
act|17|23|	dierchomenos gar kai anatheōrōn ta sebasmata umōn euron kai bōmon en ō epegegrapto, agnōstō theō. on oun agnoountes eusebeite, touton egō kataggellō umin.
act|17|24|	o theos o poiēsas ton kosmon kai panta ta en autō, outos ouranou kai gēs kurios uparchōn ouk en cheiropoiētois naois katoikei,
act|17|25|	oude upo cheirōn anthrōpōn therapeuetai prosdeomenos tinos, autos didous pasi zōēn kai pnoēn kata panta
act|17|26|	epoiēse te ex enos aimatos pan ethnos anthrōpōn katoikein epi pan to prosōpon tēs gēs, orisas prostetagmenous kairous kai tas orothesias tēs katoikias autōn,
act|17|27|	zētein ton kurion, ei ara ge psēlaphēseian auton kai euroien, kai ge ou makran apo enos ekastou ēmōn uparchonta.
act|17|28|	en autō gar zōmen kai kinoumetha kai esmen, ōs kai tines tōn kath umas poiētōn eirēkasi tou gar kai genos esmen.
act|17|29|	genos oun uparchontes tou theou ouk opheilomen nomizein chrusō ē argurō ē lithō, charagmati technēs kai enthumēseōs anthrōpou, to theion einai omoion.
act|17|30|	tous men oun chronous tēs agnoias uperidōn o theos tanun paraggellei tois anthrōpois pasi pantachou metanoein,
act|17|31|	dioti estēsen ēmeran en ē mellei krinein tēn oikoumenēn en dikaiosunē, en andri ō ōrise, pistin paraschōn pasin anastēsas auton ek nekrōn.
act|17|32|	akousantes de anastasin nekrōn oi men echleuazon, oi de eipon akousometha sou palin peri toutou.
act|17|33|	kai outōs o paulos exēlthen ek mesou autōn.
act|17|34|	tines de andres kollēthentes autō episteusan, en ois kai dionusios o areopagitēs kai gunē onomati damaris kai eteroi sun autois.
act|18|1|	meta de tauta chōristheis o paulos ek tōn athēnōn ēlthen eis korinthon
act|18|2|	kai eurōn tina ioudaion onomati akulan, pontikon tō genei, prosphatōs elēluthota apo tēs italias, kai priskillan gunaika autou, dia to diatetachenai klaudion chōrizesthai pantas tous ioudaious apo tēs rōmēs, prosēlthen autois,
act|18|3|	kai dia to omotechnon einai emeine par autois kai eirgazeto ēsan gar skēnopoioi tē technē.
act|18|4|	dielegeto de en tē sunagōgē kata pan sabbaton, epeithe te ioudaious kai ellēnas.
act|18|5|	ōs de katēlthon apo tēs makedonias o te silas kai o timotheos, suneicheto tō pneumati o paulos diamarturomenos tois ioudaiois ton christon iēsoun.
act|18|6|	antitassomenōn de autōn kai blasphēmountōn ektinaxamenos ta imatia eipe pros autous to aima umōn epi tēn kephalēn umōn katharos egō apo tou nun eis ta ethnē poreusomai.
act|18|7|	kai metabas ekeithen ēlthen eis oikian tinos onomati ioustou, sebomenou ton theon, ou ē oikia ēn sunomorousa tē sunagōgē.
act|18|8|	krispos de o archisunagōgos episteuse tō kuriō sun olō tō oikō autou, kai polloi tōn korinthiōn akouontes episteuon kai ebaptizonto.
act|18|9|	eipe de o kurios di oramatos en nukti tō paulō mē phobou, alla lalei kai mē siōpēsēs,
act|18|10|	dioti egō eimi meta sou, kai oudeis epithēsetai soi tou kakōsai se, dioti laos esti moi polus en tē polei tautē.
act|18|11|	ekathise te eniauton kai mēnas ex didaskōn en autois ton logon tou theou.
act|18|12|	galliōnos de anthupateuontos tēs achaias katepestēsan omothumadon oi ioudaioi tō paulō kai ēgagon auton epi to bēma,
act|18|13|	legontes oti para ton nomon outos anapeithei tous anthrōpous sebesthai ton theon.
act|18|14|	mellontos de tou paulou anoigein to stoma eipen o galliōn pros tous ioudaious ei men oun ēn adikēma ti ē radiourgēma ponēron, ō ioudaioi, kata logon an ēneschomēn umōn
act|18|15|	ei de zētēma esti peri logou kai onomatōn kai nomou tou kath umas, opsesthe autoi kritēs gar egō toutōn ou boulomai einai.
act|18|16|	kai apēlasen autous apo tou bēmatos.
act|18|17|	epilabomenoi de pantes oi ellēnes sōsthenēn ton archisunagōgon etupton emprosthen tou bēmatos kai ouden toutōn tō galliōni emelen.
act|18|18|	o de paulos eti prosmeinas ēmeras ikanas, tois adelphois apotaxamenos exeplei eis tēn surian, kai sun autō priskilla kai akulas, keiramenos tēn kephalēn en kegchreais eiche gar euchēn.
act|18|19|	katēntēse de eis epheson, kakeinous katelipen autou, autos de eiselthōn eis tēn sunagōgēn dielechthē tois ioudaiois.
act|18|20|	erōtōntōn de autōn epi pleiona chronon meinai par autois ouk epeneusen,
act|18|21|	alla apetaxato autois eipōn dei me pantōs tēn eortēn tēn erchomenēn poiēsai eis ierosoluma, palin de anakampsō pros umas tou theou thelontos. kai anēchthē apo tēs ephesou,
act|18|22|	kai katelthōn eis kaisareian, anabas kai aspasamenos tēn ekklēsian katebē eis antiocheian,
act|18|23|	kai poiēsas chronon tina exēlthe dierchomenos kathexēs tēn galatikēn chōran kai phrugian, epistērizōn pantas tous mathētas.
act|18|24|	ioudaios de tis apollōs onomati, alexandreus tō genei, anēr logios, katēntēsen eis epheson, dunatos ōn en tais graphais.
act|18|25|	outos ēn katēchēmenos tēn odon tou kuriou, kai zeōn tō pneumati elalei kai edidasken akribōs ta peri tou kuriou, epistamenos monon to baptisma iōannou
act|18|26|	outos te ērxato parrēsiazesthai en tē sunagōgē. akousantes de autou akulas kai priskilla proselabonto auton kai akribesteron autō exethento tēn odon tou theou.
act|18|27|	boulomenou de autou dielthein eis tēn achaian protrepsamenoi oi adelphoi egrapsan tois mathētais apodexasthai auton os paragenomenos sunebaleto polu tois pepisteukosi dia tēs charitos
act|18|28|	eutonōs gar tois ioudaiois diakatēlegcheto dēmosia epideiknus dia tōn graphōn einai ton christon iēsoun.
act|19|1|	egeneto de en tō ton apollō einai en korinthō paulon dielthonta ta anōterika merē elthein eis epheson kai eurōn mathētas tinas
act|19|2|	eipe pros autous ei pneuma agion elabete pisteusantes? oi de eipon pros auton all oude ei pneuma agion estin ēkousamen.
act|19|3|	eipe te pros autous eis ti oun ebaptisthēte? oi de eipon eis to iōannou baptisma.
act|19|4|	eipe de paulos iōannēs men ebaptise baptisma metanoias, tō laō legōn eis ton erchomenon met auton ina pisteusōsi, tout estin eis ton iēsoun christon.
act|19|5|	akousantes de ebaptisthēsan eis to onoma tou kuriou iēsou.
act|19|6|	kai epithentos autois tou paulou tas cheiras ēlthe to pneuma to agion ep autous, elaloun te glōssais kai proephēteuon.
act|19|7|	ēsan de oi pantes andres ōsei dekaduo.
act|19|8|	eiselthōn de eis tēn sunagōgēn eparrēsiazeto epi mēnas treis dialegomenos kai peithōn ta peri tēs basileias tou theou.
act|19|9|	ōs de tines esklērunonto kai ēpeithoun kakologountes tēn odon enōpion tou plēthous, apostas ap autōn aphōrise tous mathētas, kath ēmeran dialegomenos en tē scholē turannou tinos.
act|19|10|	touto de egeneto epi etē duo, ōste pantas tous katoikountas tēn asian akousai ton logon tou kuriou iēsou, ioudaious te kai ellēnas.
act|19|11|	dunameis te ou tas tuchousas epoiei o theos dia tōn cheirōn paulou,
act|19|12|	ōste kai epi tous asthenountas epipheresthai apo tou chrōtos autou soudaria ē simikinthia kai apallassesthai ap autōn tas nosous, ta te pneumata ta ponēra exerchesthai ap autōn.
act|19|13|	epecheirēsan de tines apo tōn perierchomenōn ioudaiōn exorkistōn onomazein epi tous echontas ta pneumata ta ponēra to onoma tou kuriou iēsou legontes orkizomen umas ton iēsoun on o paulos kērussei.
act|19|14|	ēsan de tines uioi skeua ioudaiou archiereōs epta oi touto poiountes.
act|19|15|	apokrithen de to pneuma to ponēron eipe ton iēsoun ginōskō kai ton paulon epistamai umeis de tines este?
act|19|16|	kai ephallomenos ep autous o anthrōpos, en ō ēn to pneuma to ponēron, kai katakurieusas autōn ischuse kat autōn, ōste gumnous kai tetraumatismenous ekphugein ek tou oikou ekeinou.
act|19|17|	touto de egeneto gnōston pasin ioudaiois te kai ellēsi tois katoikousi tēn epheson, kai epepese phobos epi pantas autous, kai emegaluneto to onoma tou kuriou iēsou
act|19|18|	polloi te tōn pepisteukotōn ērchonto exomologoumenoi kai anaggellontes tas praxeis autōn.
act|19|19|	ikanoi de tōn ta perierga praxantōn sunenegkantes tas biblous katekaion enōpion pantōn kai sunepsēphisan tas timas autōn kai euron arguriou muriadas pente.
act|19|20|	outō kata kratos o logos tou kuriou ēuxane kai ischuen.
act|19|21|	ōs de eplērōthē tauta, etheto o paulos en tō pneumati dielthōn tēn makedonian kai achaian poreuesthai eis ierousalēm, eipōn oti meta to genesthai me ekei dei me kai rōmēn idein.
act|19|22|	aposteilas de eis tēn makedonian duo tōn diakonountōn autō, timotheon kai eraston, autos epesche chronon eis tēn asian.
act|19|23|	egeneto de kata ton kairon ekeinon tarachos ouk oligos peri tēs odou.
act|19|24|	dēmētrios gar tis onomati, argurokopos, poiōn naous argurous artemidos pareicheto tois technitais ergasian ouk oligēn
act|19|25|	ous sunathroisas kai tous peri ta toiauta ergatas eipen andres, epistasthe oti ek tautēs tēs ergasias ē euporia ēmōn esti,
act|19|26|	kai theōreite kai akouete oti ou monon ephesou, alla schedon pasēs tēs asias o paulos outos peisas metestēsen ikanon ochlon, legōn oti ouk eisi theoi oi dia cheirōn ginomenoi.
act|19|27|	ou monon de touto kinduneuei ēmin to meros eis apelegmon elthein, alla kai to tēs megalēs theas artemidos ieron eis outhen logisthēnai, mellein te kai kathaireisthai tēn megaleiotēta autēs, ēn olē ē asia kai ē oikoumenē sebetai.
act|19|28|	akousantes de kai genomenoi plēreis thumou ekrazon legontes megalē ē artemis ephesiōn.
act|19|29|	kai eplēsthē ē polis olē tēs sugchuseōs, ōrmēsan te omothumadon eis to theatron sunarpasantes gaion kai aristarchon makedonas, sunekdēmous paulou.
act|19|30|	tou de paulou boulomenou eiselthein eis ton dēmon ouk eiōn auton oi mathētai
act|19|31|	tines de kai tōn asiarchōn, ontes autō philoi, pempsantes pros auton parekaloun mē dounai eauton eis to theatron.
act|19|32|	alloi men oun allo ti ekrazon ēn gar ē ekklēsia sugkechumenē, kai oi pleious ouk ēdeisan tinos eneken sunelēlutheisan.
act|19|33|	ek de tou ochlou proebibasan alexandron, proballontōn auton tōn ioudaiōn o de alexandros kataseisas tēn cheira ēthelen apologeisthai tō dēmō.
act|19|34|	epignontes de oti ioudaios esti, phōnē egeneto mia ek pantōn, ōs epi ōras duo krazontōn megalē ē artemis ephesiōn.
act|19|35|	katasteilas de o grammateus ton ochlon phēsin andres ephesioi, tis gar estin anthrōpos os ou ginōskei tēn ephesiōn polin neōkoron ousan tēs megalēs theas artemidos kai tou diopetous?
act|19|36|	anantirrētōn oun ontōn toutōn deon estin umas katestalmenous uparchein kai mēden propetes prassein.
act|19|37|	ēgagete gar tous andras toutous oute ierosulous oute blasphēmountas tēn thean umōn.
act|19|38|	ei men oun dēmētrios kai oi sun autō technitai echousi pros tina logon, agoraioi agontai kai anthupatoi eisin, egkaleitōsan allēlois.
act|19|39|	ei de ti peri eterōn epizēteite, en tē ennomō ekklēsia epiluthēsetai.
act|19|40|	kai gar kinduneuomen egkaleisthai staseōs peri tēs sēmeron, mēdenos aitiou uparchontos peri ou dunēsometha apodounai logon tēs sustrophēs tautēs.
act|19|41|	kai tauta eipōn apeluse tēn ekklēsian.
act|20|1|	meta de to pausasthai ton thorubon proskalesamenos o paulos tous mathētas kai aspasamenos exēlthe poreuthēnai eis makedonian.
act|20|2|	dielthōn de ta merē ekeina kai parakalesas autous logō pollō ēlthen eis tēn ellada
act|20|3|	poiēsas te mēnas treis, genomenēs autō epiboulēs upo tōn ioudaiōn mellonti anagesthai eis tēn surian, egeneto gnōmē tou upostrephein dia makedonias.
act|20|4|	suneipeto de autō achri tēs asias sōpatros beroiaios, thessalonikeōn de aristarchos kai sekoundos, kai gaios derbaios kai timotheos, asianoi de tuchikos kai trophimos.
act|20|5|	outoi proelthontes emenon ēmas en trōadi
act|20|6|	ēmeis de exepleusamen meta tas ēmeras tōn azumōn apo philippōn kai ēlthomen pros autous eis tēn trōada achris ēmerōn pente, ou dietripsamen ēmeras epta.
act|20|7|	en de tē mia tōn sabbatōn sunēgmenōn tōn mathētōn klasai arton, o paulos dielegeto autois, mellōn exienai tē epaurion, pareteine te ton logon mechri mesonuktiou.
act|20|8|	ēsan de lampades ikanai en tō uperōō ou ēmen sunēgmenoi.
act|20|9|	kathēmenos de tis neanias onomati eutuchos epi tēs thuridos, katapheromenos upnō bathei dialegomenou tou paulou epi pleion, katenechtheis apo tou upnou epesen apo tou tristegou katō kai ērthē nekros.
act|20|10|	katabas de o paulos epepesen autō kai sumperilabōn eipe mē thorubeisthe ē gar psuchē autou en autō estin.
act|20|11|	anabas de kai klasas arton kai geusamenos, eph ikanon te omilēsas achris augēs, outōs exēlthen.
act|20|12|	ēgagon de ton paida zōnta, kai pareklēthēsan ou metriōs.
act|20|13|	ēmeis de proelthontes epi to ploion anēchthēmen eis tēn asson, ekeithen mellontes analambanein ton paulon outō gar ēn diatetagmenos, mellōn autos pezeuein.
act|20|14|	ōs de sunebalen ēmin eis tēn asson, analabontes auton ēlthomen eis mutilēnēn
act|20|15|	kakeithen apopleusantes tē epiousē katēntēsamen antikru chiou, tē de etera parebalomen eis samon, kai meinantes en trōguliō tē echomenē ēlthomen eis milēton.
act|20|16|	ekrine gar o paulos parapleusai tēn epheson, opōs mē genētai autō chronotribēsai en tē asia espeude gar, ei dunaton ēn autō, tēn ēmeran tēs pentēkostēs genesthai eis ierosoluma.
act|20|17|	apo de tēs milētou pempsas eis epheson metekalesato tous presbuterous tēs ekklēsias.
act|20|18|	ōs de paregenonto pros auton, eipen autois umeis epistasthe, apo prōtēs ēmeras aph ēs epebēn eis tēn asian, pōs meth umōn ton panta chronon egenomēn,
act|20|19|	douleuōn tō kuriō meta pasēs tapeinophrosunēs kai pollōn dakruōn kai peirasmōn tōn sumbantōn moi en tais epiboulais tōn ioudaiōn,
